order_item_id,order_id,product_id,quantity,unit_price
5423,1609,190,1.0,54.59
5424,9489,121,1.0,2085.38
5425,6560,203,4.0,1836.94
5426,5903,226,2.0,2926.34
5427,5444,38,5.0,1748.85
5428,702,194,3.0,2748.45
5429,2366,97,5.0,3564.18
5430,8435,8,5.0,1003.57
5431,8845,74,3.0,300.1
5432,3276,248,5.0,1256.65
5433,7836,279,1.0,2662.4
5434,3378,110,1.0,1894.35
5435,9041,79,5.0,1450.06
5436,5012,210,5.0,1805.0
5437,1009,182,4.0,3237.12
5438,9032,130,1.0,91.74
5439,368,97,5.0,3320.03
5440,1927,179,3.0,3205.73
5441,1178,8,5.0,1067.05
5442,6329,52,1.0,166.23
5443,39,254,1.0,1134.65
5444,5863,142,3.0,2250.77
5445,2215,56,2.0,3023.08
5446,1697,129,1.0,634.25
5447,5331,299,2.0,2853.04
5448,4080,163,5.0,181.47
5449,5917,198,4.0,479.78
5450,1657,41,2.0,1665.28
5451,1004,289,1.0,1272.98
5452,2117,30,1.0,1036.14
5453,4191,171,1.0,2881.18
5454,1796,255,1.0,3686.11
5455,5045,50,5.0,2728.9
5456,620,120,5.0,3232.82
5457,2221,208,4.0,1905.56
5458,6358,40,4.0,54.78
5459,1443,289,1.0,1211.5
5460,2699,1,2.0,2245.07
5461,376,113,1.0,3436.06
5462,6252,215,3.0,2209.23
5463,6393,189,4.0,3075.74
5464,8985,126,2.0,197.55
5465,1630,199,3.0,1395.72
5466,6441,124,2.0,3324.91
5467,371,90,4.0,3676.92
5468,914,136,3.0,2560.1
5469,9362,103,1.0,992.75
5470,6017,176,1.0,3554.3
5471,1126,139,4.0,591.41
5472,2497,279,3.0,2771.56
5473,1406,229,1.0,1826.43
5474,7650,257,3.0,3014.68
5475,6107,63,5.0,1779.76
5476,5732,41,4.0,1890.31
5477,1378,294,3.0,2736.53
5478,9041,174,3.0,523.94
5479,6031,183,2.0,1648.84
5480,5201,218,2.0,1173.69
5481,3249,71,2.0,3092.88
5482,4334,283,5.0,2230.61
5483,2812,246,5.0,3073.48
5484,2656,274,1.0,739.62
5485,7520,80,2.0,500.82
5486,1743,197,2.0,1601.8
5487,5118,135,3.0,2083.87
5488,1823,252,2.0,3316.27
5489,6222,55,2.0,1088.98
5490,3583,191,1.0,1735.93
5491,1071,71,2.0,3217.1
5492,1854,9,2.0,1218.0
5493,4954,34,3.0,3083.64
5494,4069,95,4.0,2027.43
5495,456,245,3.0,355.3
5496,2263,172,2.0,176.07
5497,386,245,2.0,388.23
5498,5010,219,5.0,2650.42
5499,7751,239,5.0,3111.76
5500,8490,299,4.0,3122.34
5501,9694,95,4.0,2145.92
5502,3469,157,3.0,1909.15
5503,7119,8,3.0,1185.42
5504,7328,195,4.0,1863.5
5505,6732,98,5.0,437.66
5506,7257,14,1.0,3419.42
5507,4632,55,4.0,1162.84
5508,5836,161,2.0,1770.05
5509,1083,66,2.0,89.39
5510,135,248,3.0,1332.0
5511,6052,73,5.0,2274.9
5512,2266,115,2.0,2545.26
5513,4990,283,2.0,2128.6
5514,1219,109,4.0,76.61
5515,7728,208,3.0,1901.64
5516,6772,158,5.0,133.13
5517,1876,250,1.0,1866.45
5518,9504,270,3.0,3524.32
5519,1929,35,3.0,1221.05
5520,7433,253,2.0,1775.05
5521,3232,123,4.0,2011.98
5522,6045,61,5.0,1549.55
5523,6592,206,3.0,2043.02
5524,2913,67,3.0,2770.48
5525,8811,174,3.0,573.87
5526,3384,193,4.0,2785.94
5527,7565,36,5.0,2602.98
5528,423,255,5.0,3366.63
5529,7529,12,1.0,1203.45
5530,8155,35,5.0,1243.47
5531,4573,133,1.0,376.8
5532,7985,31,3.0,1362.18
5533,2786,261,3.0,578.76
5534,7235,158,5.0,133.77
5535,7009,105,1.0,1023.83
5536,6509,147,4.0,241.69
5537,8586,60,1.0,2734.11
5538,2766,209,4.0,2533.64
5539,4848,226,4.0,2902.3
5540,6843,238,4.0,99.32
5541,6143,266,2.0,81.17
5542,3971,237,1.0,2500.44
5543,8520,265,1.0,3329.51
5544,5360,163,3.0,184.8
5545,5491,62,3.0,2106.37
5546,7180,181,5.0,1942.93
5547,490,234,4.0,1006.75
5548,7242,32,1.0,2236.57
5549,6116,159,3.0,3197.37
5550,323,108,1.0,2003.72
5551,4296,249,1.0,2593.51
5552,5759,78,5.0,1376.34
5553,3006,90,5.0,3195.96
5554,7337,284,2.0,2123.11
5555,5997,133,3.0,334.23
5556,1714,84,4.0,1573.21
5557,8713,241,3.0,648.25
5558,6612,221,3.0,3256.63
5559,4419,80,2.0,514.73
5560,8279,225,2.0,2698.15
5561,2084,79,1.0,1441.11
5562,6855,141,3.0,594.06
5563,7498,293,2.0,1977.95
5564,1011,193,1.0,2573.14
5565,6872,143,1.0,1172.29
5566,3800,211,4.0,114.75
5567,901,88,5.0,2430.51
5568,1921,123,5.0,2173.65
5569,3197,176,2.0,3322.97
5570,18,31,4.0,1426.06
5571,9312,178,4.0,3070.36
5572,5502,59,5.0,264.04
5573,5755,267,2.0,2312.0
5574,9509,112,3.0,103.65
5575,447,37,1.0,798.25
5576,9335,88,4.0,2260.59
5577,559,252,3.0,3242.36
5578,6749,30,2.0,1104.14
5579,1583,126,3.0,229.53
5580,7640,62,3.0,2057.69
5581,7746,64,5.0,2774.59
5582,6681,92,1.0,372.08
5583,5795,173,2.0,807.15
5584,3471,42,3.0,2990.27
5585,8115,92,1.0,323.0
5586,742,147,4.0,237.04
5587,2350,235,5.0,501.85
5588,9789,239,3.0,3019.22
5589,6558,260,4.0,2703.19
5590,6513,151,1.0,343.75
5591,6421,43,4.0,1307.33
5592,3497,272,5.0,3451.83
5593,1702,265,1.0,2847.11
5594,5736,106,2.0,206.26
5595,3406,298,5.0,2207.57
5596,2694,114,2.0,2756.16
5597,5496,108,1.0,2197.89
5598,8590,139,1.0,607.23
5599,3066,204,3.0,834.2
5600,9986,143,4.0,1180.87
5601,568,282,3.0,2284.73
5602,2775,57,4.0,1915.05
5603,6004,54,3.0,2755.34
5604,9594,160,2.0,1082.32
5605,9353,101,4.0,121.49
5606,4880,29,4.0,142.49
5607,571,40,3.0,61.99
5608,1194,243,1.0,1307.19
5609,7001,77,3.0,1127.45
5610,9618,135,1.0,2150.32
5611,7618,136,1.0,2329.97
5612,6791,86,4.0,2529.19
5613,3369,17,3.0,298.13
5614,2759,212,2.0,227.85
5615,4493,231,4.0,2415.21
5616,6509,138,1.0,660.11
5617,5854,151,1.0,371.23
5618,514,44,4.0,3157.02
5619,3856,164,2.0,1813.19
5620,7950,96,5.0,2128.93
5621,1261,37,4.0,912.18
5622,2945,261,3.0,548.64
5623,2926,88,5.0,2583.92
5624,4771,40,2.0,58.02
5625,9944,75,2.0,2070.59
5626,4215,179,1.0,2931.18
5627,7839,283,4.0,2294.48
5628,6134,45,4.0,2822.09
5629,4233,83,3.0,3147.05
5630,8528,267,2.0,2625.58
5631,8187,224,5.0,3148.79
5632,4631,287,1.0,363.47
5633,3187,264,4.0,137.71
5634,1842,262,3.0,2034.9
5635,6375,296,4.0,1529.32
5636,8482,268,1.0,365.91
5637,7887,278,5.0,200.72
5638,3909,190,1.0,57.13
5639,2345,13,4.0,1967.21
5640,3305,187,4.0,1019.45
5641,94,9,5.0,1289.68
5642,3848,80,2.0,495.25
5643,4340,232,2.0,2545.02
5644,7738,58,3.0,747.76
5645,8173,231,5.0,2418.16
5646,2358,117,4.0,2904.81
5647,9349,258,3.0,1202.88
5648,6826,134,2.0,3182.09
5649,4040,127,4.0,1934.36
5650,8369,294,2.0,2934.97
5651,488,73,4.0,2581.31
5652,8439,90,1.0,3674.32
5653,1718,177,4.0,232.61
5654,418,39,5.0,2413.29
5655,505,260,5.0,2837.89
5656,1023,274,3.0,820.98
5657,3787,10,4.0,3562.26
5658,4403,91,3.0,1571.06
5659,3043,169,4.0,1832.66
5660,2230,185,4.0,3529.93
5661,2194,251,4.0,191.25
5662,2420,92,1.0,323.4
5663,3902,162,2.0,2547.35
5664,1579,164,4.0,1570.68
5665,3046,297,5.0,142.93
5666,1583,227,1.0,2981.23
5667,1123,203,4.0,1672.38
5668,2843,3,3.0,1692.31
5669,3683,167,2.0,2408.7
5670,77,298,3.0,2338.04
5671,2441,238,5.0,100.05
5672,4995,208,4.0,1776.94
5673,1532,34,5.0,3531.49
5674,2206,44,1.0,2925.48
5675,9394,233,1.0,3220.77
5676,8804,299,3.0,3106.71
5677,5980,205,1.0,2794.41
5678,7089,211,5.0,126.01
5679,1038,261,4.0,549.03
5680,6890,235,3.0,578.59
5681,9511,182,1.0,3522.49
5682,6758,195,5.0,2069.17
5683,3012,227,2.0,3076.79
5684,5020,102,5.0,1218.09
5685,5693,294,1.0,2891.71
5686,75,149,3.0,1399.03
5687,4128,101,2.0,126.87
5688,6851,152,2.0,2714.4
5689,8151,221,4.0,3173.41
5690,4480,241,2.0,712.58
5691,3047,93,3.0,52.65
5692,1765,68,5.0,21.98
5693,8409,246,1.0,2657.51
5694,3811,296,3.0,1478.94
5695,7434,228,3.0,840.34
5696,2895,52,5.0,158.82
5697,9168,188,3.0,1378.59
5698,3372,8,2.0,1108.38
5699,400,87,3.0,2912.95
5700,5286,161,1.0,1832.15
5701,6988,112,2.0,101.97
5702,1073,151,4.0,405.05
5703,1057,40,4.0,60.39
5704,3205,118,3.0,3787.19
5705,1395,134,3.0,3379.14
5706,3460,134,2.0,3665.47
5707,2726,260,3.0,2905.2
5708,6721,155,5.0,1111.57
5709,2411,293,1.0,2202.96
5710,2179,204,5.0,877.92
5711,9029,131,1.0,388.79
5712,4975,89,3.0,201.52
5713,9121,236,4.0,2606.61
5714,1639,294,5.0,2979.77
5715,7000,264,2.0,160.29
5716,9780,190,5.0,63.22
5717,4956,101,3.0,108.49
5718,5550,128,1.0,750.04
5719,8476,103,4.0,934.24
5720,6788,57,4.0,1865.79
5721,1340,149,4.0,1580.53
5722,178,52,3.0,172.77
5723,7417,140,1.0,2825.54
5724,3882,248,4.0,1316.4
5725,8162,241,3.0,619.75
5726,9921,248,3.0,1128.86
5727,2853,123,1.0,2099.74
5728,9746,233,3.0,3659.7
5729,6355,1,5.0,2532.53
5730,9734,231,4.0,2107.67
5731,863,229,3.0,2007.22
5732,2781,46,5.0,941.55
5733,1733,101,4.0,107.51
5734,7410,228,3.0,902.5
5735,4225,286,4.0,2117.88
5736,1918,133,5.0,331.44
5737,5645,74,2.0,319.47
5738,5487,62,3.0,1961.28
5739,1685,1,4.0,2335.07
5740,3834,58,5.0,760.29
5741,9880,140,4.0,2711.02
5742,7812,65,3.0,2981.63
5743,6852,145,5.0,2409.04
5744,1459,30,3.0,1030.0
5745,1013,67,5.0,2856.09
5746,6696,181,1.0,1962.5
5747,5278,112,2.0,106.03
5748,3049,260,2.0,2804.21
5749,2435,60,5.0,3220.03
5750,3542,219,3.0,2902.54
5751,8779,104,3.0,2342.0
5752,9937,297,4.0,140.51
5753,8393,239,3.0,3117.98
5754,9431,263,2.0,1640.38
5755,4420,73,2.0,2375.91
5756,3214,250,4.0,2134.78
5757,8149,208,1.0,1697.63
5758,1899,40,4.0,58.68
5759,5612,190,5.0,62.29
5760,3200,171,5.0,3006.11
5761,781,138,4.0,679.35
5762,5520,291,5.0,3280.9
5763,8817,66,4.0,100.43
5764,1002,121,5.0,2197.15
5765,2466,294,5.0,2857.86
5766,4534,171,1.0,2992.58
5767,4903,229,2.0,1858.83
5768,9273,44,1.0,2987.59
5769,1167,135,3.0,2089.83
5770,544,130,5.0,87.9
5771,6380,206,2.0,2247.82
5772,9016,160,3.0,1264.66
5773,5067,254,1.0,1004.5
5774,7945,190,4.0,54.13
5775,4121,11,4.0,1859.81
5776,3793,221,1.0,3296.92
5777,7235,232,5.0,2539.08
5778,8,251,5.0,194.8
5779,5794,15,1.0,2505.46
5780,2779,145,2.0,2248.67
5781,6687,144,1.0,3748.48
5782,4456,186,1.0,2300.53
5783,8412,33,2.0,981.79
5784,863,289,5.0,1174.38
5785,1443,74,2.0,330.96
5786,9587,15,3.0,2305.41
5787,1535,23,3.0,372.34
5788,7304,226,2.0,2683.47
5789,5693,293,3.0,1836.43
5790,7891,165,5.0,1392.79
5791,458,97,3.0,3625.68
5792,4800,254,3.0,1022.06
5793,4640,193,3.0,2885.61
5794,3800,70,2.0,1982.28
5795,4025,108,5.0,2356.3
5796,6790,279,3.0,3158.28
5797,689,34,2.0,3270.03
5798,870,149,5.0,1495.65
5799,3416,71,1.0,3226.5
5800,804,61,4.0,1581.77
5801,4309,131,5.0,414.53
5802,9273,22,2.0,2956.42
5803,1946,149,4.0,1603.75
5804,3186,248,2.0,1313.13
5805,3830,146,1.0,57.1
5806,2489,233,1.0,3190.32
5807,6274,273,1.0,625.93
5808,9323,223,2.0,1489.76
5809,6164,113,4.0,2865.12
5810,1392,267,1.0,2243.94
5811,996,279,2.0,3106.03
5812,9128,121,2.0,2253.98
5813,7859,205,1.0,3180.68
5814,5831,72,4.0,177.99
5815,5861,163,4.0,178.2
5816,1046,159,1.0,2972.73
5817,7396,97,2.0,3384.49
5818,9697,268,5.0,364.79
5819,273,201,2.0,2929.15
5820,4300,119,5.0,3441.1
5821,1153,74,4.0,283.37
5822,4282,177,3.0,233.13
5823,9856,6,1.0,1518.64
5824,5984,98,4.0,475.17
5825,6166,71,5.0,3378.99
5826,3860,124,5.0,3537.65
5827,7878,46,2.0,842.82
5828,8515,113,2.0,2956.74
5829,5243,228,2.0,872.5
5830,860,152,2.0,2678.87
5831,6410,154,5.0,86.27
5832,3858,295,5.0,2352.88
5833,5427,186,2.0,2221.94
5834,1834,14,3.0,2871.77
5835,5050,159,5.0,2992.86
5836,2314,159,1.0,3110.36
5837,6004,229,1.0,1745.64
5838,7639,282,1.0,2575.77
5839,2787,97,1.0,3614.72
5840,896,232,2.0,2379.18
5841,9782,177,5.0,240.15
5842,427,124,2.0,3509.5
5843,4495,91,1.0,1433.81
5844,7976,27,2.0,1566.89
5845,898,261,2.0,596.86
5846,5597,233,4.0,3232.72
5847,1875,168,2.0,458.77
5848,915,221,1.0,3184.94
5849,6986,253,2.0,1851.56
5850,2961,107,2.0,1535.65
5851,6343,179,4.0,2842.7
5852,2856,224,1.0,3405.91
5853,6847,85,2.0,563.06
5854,3508,51,3.0,180.37
5855,5696,187,5.0,1146.75
5856,6022,91,4.0,1635.14
5857,1048,180,5.0,1362.45
5858,5344,88,5.0,2542.21
5859,9287,17,3.0,313.76
5860,4892,153,4.0,248.77
5861,7193,187,4.0,1223.87
5862,9104,101,2.0,123.76
5863,4786,179,5.0,3372.43
5864,5108,182,4.0,3469.76
5865,5868,224,3.0,3139.09
5866,74,255,3.0,3463.67
5867,5986,61,1.0,1626.28
5868,9521,203,4.0,1715.83
5869,1092,144,1.0,3689.13
5870,86,192,3.0,545.72
5871,5430,71,4.0,3616.08
5872,5086,258,2.0,1163.96
5873,8185,218,5.0,1175.26
5874,8937,183,1.0,1436.57
5875,6673,154,1.0,88.18
5876,3008,200,5.0,795.82
5877,4846,191,1.0,1664.14
5878,7614,214,3.0,1205.78
5879,2667,1,1.0,2628.61
5880,2864,81,1.0,521.04
5881,3674,95,5.0,2329.23
5882,4616,7,3.0,759.97
5883,2203,196,4.0,1479.25
5884,1572,194,3.0,2591.56
5885,9669,262,4.0,2140.95
5886,1599,47,2.0,1542.15
5887,9181,169,5.0,1642.4
5888,8949,124,3.0,3617.37
5889,3720,115,3.0,2901.13
5890,4806,257,5.0,3240.15
5891,5693,35,2.0,1138.32
5892,9832,179,3.0,3348.3
5893,7758,74,3.0,288.09
5894,115,41,5.0,1615.78
5895,1472,23,4.0,372.48
5896,7496,155,2.0,1267.49
5897,4705,33,5.0,907.84
5898,6941,217,1.0,3186.77
5899,1578,290,1.0,153.63
5900,4618,162,3.0,2395.71
5901,1672,200,,865.74
5902,4411,232,1.0,2592.13
5903,5934,15,5.0,2736.63
5904,8517,252,2.0,3217.97
5905,4766,135,3.0,2427.24
5906,270,140,3.0,2782.04
5907,8339,84,3.0,1472.23
5908,3064,46,5.0,1001.5
5909,9344,209,1.0,2673.8
5910,2852,239,3.0,3205.56
5911,6116,169,3.0,1559.53
5912,1980,62,5.0,1914.37
5913,7504,25,3.0,481.97
5914,37,230,4.0,390.82
5915,486,297,4.0,167.56
5916,6943,48,5.0,3255.59
5917,5981,142,1.0,2070.36
5918,4302,88,5.0,2651.53
5919,9846,105,3.0,1018.37
5920,5972,185,5.0,3520.02
5921,1010,82,4.0,1105.94
5922,2153,299,2.0,3052.78
5923,1810,213,3.0,3278.02
5924,4126,199,5.0,1412.01
5925,342,15,5.0,2525.79
5926,2039,92,1.0,344.94
5927,3692,6,3.0,1388.55
5928,445,40,5.0,61.01
5929,9607,133,4.0,357.22
5930,7690,299,2.0,2748.83
5931,3190,134,5.0,3484.8
5932,6933,178,2.0,3669.08
5933,9292,105,5.0,1038.57
5934,1394,138,2.0,637.65
5935,8663,277,4.0,3214.33
5936,8452,2,1.0,307.07
5937,3777,45,2.0,2612.85
5938,2619,243,2.0,1292.2
5939,3853,104,2.0,1980.06
5940,7245,142,1.0,2056.35
5941,1611,239,2.0,3415.85
5942,9859,251,4.0,202.19
5943,8355,123,4.0,1878.5
5944,1124,21,2.0,1474.57
5945,828,89,5.0,173.44
5946,888,73,3.0,2300.69
5947,3920,145,3.0,2495.23
5948,8437,58,5.0,809.25
5949,4185,51,5.0,165.62
5950,564,181,3.0,1996.0
5951,5583,73,5.0,2540.32
5952,3054,9,5.0,1217.91
5953,4506,151,1.0,343.72
5954,2039,256,5.0,2841.25
5955,1568,115,2.0,2876.55
5956,4519,254,2.0,1053.12
5957,972,132,3.0,1194.46
5958,5442,243,1.0,1283.07
5959,4030,255,3.0,3281.07
5960,6693,267,5.0,2244.78
5961,769,84,1.0,1714.53
5962,7971,172,5.0,182.65
5963,4715,215,4.0,2253.05
5964,6314,90,4.0,3177.16
5965,6834,5,2.0,2504.47
5966,1733,23,2.0,409.06
5967,6185,138,4.0,564.72
5968,5536,146,2.0,57.11
5969,9422,200,2.0,784.35
5970,4018,60,3.0,3111.02
5971,1646,23,1.0,418.76
5972,9925,123,4.0,1888.47
5973,9503,278,3.0,199.78
5974,9232,14,1.0,3196.08
5975,9593,270,5.0,3177.81
5976,9568,132,3.0,1279.02
5977,4830,225,4.0,2604.43
5978,903,76,3.0,2057.15
5979,5024,251,2.0,191.99
5980,5911,56,4.0,2863.37
5981,9615,119,1.0,3487.06
5982,5335,135,1.0,2383.38
5983,5000,146,4.0,52.53
5984,8468,186,1.0,2194.27
5985,2623,150,3.0,3235.72
5986,8383,69,5.0,2692.42
5987,6454,274,3.0,838.02
5988,282,195,,1813.19
5989,4097,118,2.0,3762.98
5990,9144,43,3.0,1304.58
5991,9765,80,1.0,447.9
5992,9984,115,5.0,2836.25
5993,8634,256,2.0,3026.67
5994,7926,110,2.0,1907.93
5995,5932,226,3.0,2954.88
5996,1894,78,2.0,1291.19
5997,25,163,2.0,205.68
5998,4507,270,1.0,3438.2
5999,2252,96,2.0,1970.37
6000,7460,118,2.0,3818.5
6001,1128,23,5.0,403.39
6002,7824,248,1.0,1214.45
6003,3871,27,2.0,1774.4
6004,9899,121,5.0,2119.77
6005,7472,285,2.0,3144.15
6006,2610,116,1.0,958.93
6007,8675,1,2.0,2467.74
6008,8947,236,2.0,2746.13
6009,2607,213,1.0,3499.89
6010,6055,271,1.0,1879.71
6011,5680,32,5.0,2272.79
6012,9477,289,5.0,1314.33
6013,1634,48,5.0,3026.59
6014,1968,139,4.0,593.88
6015,2211,287,1.0,364.92
6016,3285,211,5.0,110.21
6017,5058,164,2.0,1670.51
6018,7435,97,1.0,3339.19
6019,207,228,3.0,826.7
6020,9259,26,2.0,1373.15
6021,4539,95,2.0,2119.16
6022,1328,17,4.0,331.19
6023,3158,116,2.0,810.51
6024,3726,69,1.0,2480.31
6025,8159,265,2.0,3220.68
6026,8237,157,2.0,1982.81
6027,7962,294,1.0,2860.99
6028,2737,70,3.0,1706.37
6029,8843,254,5.0,1079.96
6030,1280,222,1.0,869.0
6031,1827,76,5.0,1915.42
6032,2936,258,4.0,1253.13
6033,4766,84,5.0,1791.56
6034,612,185,4.0,3235.34
6035,1264,197,3.0,1687.04
6036,8855,74,2.0,330.53
6037,9265,44,4.0,2849.63
6038,5847,253,1.0,1761.53
6039,924,219,1.0,2855.68
6040,6102,274,3.0,737.77
6041,2359,152,4.0,2909.13
6042,1920,225,2.0,2744.19
6043,2255,114,3.0,2604.98
6044,402,242,1.0,1828.58
6045,6734,10,5.0,3277.72
6046,5116,179,2.0,3069.95
6047,7779,300,2.0,3150.58
6048,7390,281,1.0,1591.57
6049,5999,280,5.0,1491.36
6050,3718,39,1.0,2507.2
6051,9704,91,1.0,1465.92
6052,6670,275,2.0,2397.73
6053,5411,243,1.0,1383.75
6054,8541,48,1.0,2792.77
6055,1417,106,1.0,248.21
6056,3809,79,4.0,1554.84
6057,6285,13,4.0,2102.75
6058,2858,151,3.0,372.68
6059,2498,82,5.0,1190.12
6060,6445,82,3.0,1070.8
6061,3647,143,1.0,1167.79
6062,4865,222,3.0,815.82
6063,878,182,2.0,3714.66
6064,5817,198,3.0,499.63
6065,3343,82,4.0,1183.3
6066,4189,82,4.0,1217.73
6067,6292,218,2.0,1222.04
6068,7895,86,4.0,2426.1
6069,7213,38,5.0,1592.77
6070,5828,7,3.0,776.71
6071,4821,86,2.0,2597.47
6072,6993,23,3.0,396.49
6073,9901,76,4.0,1940.51
6074,4454,273,2.0,611.56
6075,6524,247,1.0,2887.43
6076,8382,97,5.0,3343.56
6077,3640,249,1.0,2989.34
6078,2013,56,3.0,2852.05
6079,3843,195,5.0,2011.84
6080,1507,190,1.0,54.43
6081,3008,163,3.0,179.71
6082,376,3,3.0,1540.32
6083,7624,110,5.0,2042.94
6084,6814,32,5.0,2338.85
6085,8385,14,2.0,3159.24
6086,6050,174,3.0,544.65
6087,3677,258,4.0,1208.24
6088,9206,134,4.0,3293.37
6089,7356,192,5.0,564.99
6090,7916,290,3.0,160.62
6091,4792,69,2.0,2509.31
6092,948,298,3.0,2443.78
6093,2746,110,4.0,1868.49
6094,4192,168,5.0,409.5
6095,8651,254,3.0,1136.24
6096,7424,32,5.0,2385.16
6097,7885,221,2.0,3652.96
6098,8382,163,1.0,177.93
6099,8902,171,4.0,3119.51
6100,9755,225,3.0,2818.6
6101,9871,192,2.0,494.47
6102,6763,82,4.0,1176.74
6103,9220,37,5.0,892.28
6104,2803,80,2.0,485.84
6105,333,225,1.0,3030.35
6106,6032,76,5.0,2084.85
6107,1209,198,5.0,484.37
6108,911,249,3.0,2679.13
6109,681,105,5.0,1109.1
6110,3626,126,1.0,205.53
6111,6675,34,3.0,3088.03
6112,7904,56,2.0,2964.08
6113,4735,289,1.0,1346.0
6114,8079,30,3.0,954.9
6115,6351,272,5.0,3802.39
6116,8591,114,5.0,2636.93
6117,1498,137,4.0,1142.7
6118,555,40,2.0,63.07
6119,7536,249,1.0,2500.79
6120,7519,271,5.0,1754.81
6121,7801,30,2.0,1023.93
6122,1730,244,4.0,2175.83
6123,7331,293,3.0,2134.72
6124,6780,87,1.0,2922.54
6125,6549,44,5.0,2820.52
6126,845,227,1.0,3117.35
6127,8416,237,2.0,2110.76
6128,6525,68,4.0,19.58
6129,6192,37,1.0,874.67
6130,5550,2,2.0,334.6
6131,8186,233,1.0,3141.87
6132,2453,11,2.0,1819.92
6133,2774,68,4.0,21.0
6134,686,287,3.0,410.67
6135,586,50,1.0,2708.65
6136,8947,40,1.0,62.23
6137,4401,194,5.0,2767.93
6138,6260,58,4.0,714.34
6139,7813,224,1.0,3265.67
6140,1801,21,3.0,1473.78
6141,6973,157,2.0,1909.77
6142,2488,92,3.0,349.17
6143,4216,58,2.0,803.49
6144,6327,169,1.0,1721.86
6145,1779,222,1.0,790.9
6146,2555,249,3.0,2496.26
6147,9750,130,4.0,97.84
6148,2574,162,3.0,2236.93
6149,1371,81,5.0,601.26
6150,4316,73,5.0,2661.88
6151,7645,26,3.0,1245.0
6152,2796,169,3.0,1548.23
6153,2267,73,4.0,2687.66
6154,6141,111,2.0,1675.82
6155,7585,117,3.0,2639.76
6156,8155,148,1.0,19.47
6157,2533,100,1.0,3011.46
6158,3381,206,5.0,2079.09
6159,1735,67,5.0,2655.27
6160,7574,213,3.0,3181.95
6161,2740,158,2.0,123.45
6162,9088,262,1.0,2262.37
6163,1013,256,1.0,3384.21
6164,3775,154,1.0,86.88
6165,6839,297,4.0,165.1
6166,7160,230,2.0,390.71
6167,2567,291,5.0,3187.45
6168,5110,223,5.0,1570.62
6169,681,36,3.0,2649.27
6170,6800,253,3.0,1626.52
6171,5255,168,5.0,448.02
6172,6669,136,3.0,2595.03
6173,1934,240,2.0,137.04
6174,3237,231,3.0,2094.43
6175,9536,86,2.0,2453.9
6176,7607,90,2.0,3482.16
6177,2844,75,4.0,2431.23
6178,5250,194,3.0,2691.42
6179,2099,274,4.0,832.38
6180,4746,157,4.0,2197.17
6181,4508,157,1.0,2019.63
6182,493,97,1.0,3763.9
6183,4920,80,2.0,503.37
6184,9232,197,3.0,1635.53
6185,3298,184,5.0,741.46
6186,3524,284,2.0,2042.17
6187,5455,128,2.0,689.23
6188,6836,112,5.0,102.64
6189,8583,83,5.0,3704.87
6190,7935,213,3.0,3417.47
6191,2438,156,1.0,2619.75
6192,8965,114,1.0,3026.54
6193,7647,58,4.0,745.52
6194,1278,38,3.0,1688.26
6195,132,234,1.0,976.38
6196,1888,160,1.0,1256.91
6197,8657,183,1.0,1658.48
6198,3472,195,1.0,2008.78
6199,4479,182,2.0,3263.33
6200,5869,281,5.0,1525.9
6201,6636,237,3.0,2490.86
6202,1052,20,4.0,1847.33
6203,7349,104,3.0,2326.87
6204,7196,12,5.0,1206.46
6205,6073,71,1.0,3109.53
6206,9890,20,5.0,1875.96
6207,9475,48,3.0,2746.28
6208,582,151,2.0,347.92
6209,2267,236,1.0,2815.22
6210,9272,193,3.0,2570.72
6211,6768,75,2.0,2211.76
6212,8621,284,2.0,1970.63
6213,2703,196,4.0,1448.05
6214,3709,228,1.0,878.42
6215,1297,45,1.0,2719.97
6216,9777,235,5.0,520.27
6217,4528,244,1.0,2534.01
6218,3047,137,4.0,1346.77
6219,3617,150,1.0,2861.95
6220,4216,193,4.0,2748.46
6221,3257,58,5.0,758.12
6222,8295,104,1.0,2299.01
6223,2202,212,5.0,215.71
6224,838,161,3.0,2104.99
6225,7776,273,3.0,642.7
6226,9568,127,3.0,1871.0
6227,2189,251,5.0,217.3
6228,2654,248,3.0,1328.63
6229,7508,171,5.0,3297.44
6230,8900,285,2.0,3167.4
6231,4715,96,3.0,2232.83
6232,433,177,3.0,236.26
6233,155,78,1.0,1279.81
6234,6545,154,1.0,87.28
6235,7754,57,4.0,1856.75
6236,4584,270,3.0,3202.0
6237,514,107,3.0,1495.48
6238,8953,226,4.0,2935.5
6239,7064,197,5.0,1807.81
6240,3522,91,2.0,1702.15
6241,3953,291,1.0,3161.36
6242,2095,17,3.0,323.8
6243,9746,180,3.0,1513.94
6244,6050,94,4.0,757.18
6245,7988,106,2.0,225.44
6246,5879,55,2.0,1062.77
6247,8020,160,1.0,1136.63
6248,1557,63,1.0,1540.69
6249,1998,33,4.0,971.16
6250,5978,122,5.0,117.09
6251,4817,101,5.0,115.66
6252,1418,91,3.0,1471.39
6253,5104,220,2.0,1383.74
6254,8973,284,4.0,2183.47
6255,1122,36,2.0,2429.12
6256,9971,166,2.0,774.98
6257,8414,179,5.0,3332.12
6258,5732,43,3.0,1419.24
6259,2853,276,3.0,479.46
6260,7929,222,2.0,745.0
6261,3263,218,2.0,1304.5
6262,2527,64,1.0,2681.15
6263,6893,73,5.0,2670.43
